STATION_ID,Year,VALUE,Elevation,Latitude,Longitude,Basin #,Basin Name,Area,Volume
BIS,1998,0.020129499999999998,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,35189476.5109875
BIS,1999,0.0049953333333333325,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,8732614.570549998
BIS,2000,0.0055668333333333325,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,9731684.881587498
BIS,2001,0.013165666666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,23015619.757974997
BIS,2002,0.008382,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,14653031.22855
BIS,2003,0.008487833333333333,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,14838044.2491125
BIS,2004,0.015345833333333331,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,26826887.981562495
BIS,2005,0.021124333333333332,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,36928598.904275
BIS,2006,0.017166166666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,30009111.9352375
BIS,2007,0.0028998333333333337,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,5069356.763412501
BIS,2008,0.015599833333333332,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,27270919.2309125
BIS,2009,0.008509,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,14875046.853224998
BIS,2010,0.019536833333333333,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,34153403.595837496
BIS,2011,0.006498166666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,11359799.4625375
BIS,2012,0.007535333333333334,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,13172927.064050002
BIS,2013,0.0026785454545454543,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,4682511.356781818
BIS,2014,0.006815666666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,11914838.524224998
BIS,2015,0.005863166666666667,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,10249721.3391625
BIS,2016,0.007196666666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,12580885.398249999
BIS,2017,0.021484166666666665,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,37557643.1741875
BIS,2018,0.012319,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,21535515.593475
BIS,2019,0.019219333333333335,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,33598364.534150004
BIS,2020,0.0033866666666666663,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,5920416.657999999
BIS,2021,0.010541,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,18427296.848025
BIS,2022,0.009927166666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,17354221.328762498
BIS,2023,0.029612166666666665,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,51766643.153387494
BIS,2024,0.025971499999999998,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,45402195.2460375
BPT,2002,0.03623733333333334,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2003,0.016594666666666667,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2004,0.015028333333333333,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2005,0.036512499999999996,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2006,0.013271499999999999,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2007,0.0062865,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2008,0.011472333333333333,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2009,0.021971,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2010,0.02715683333333333,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2011,0.015536333333333333,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2012,0.03268133333333333,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2013,0.009289142857142857,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2014,0.019303999999999998,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2015,0.020341166666666664,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2016,0.025844499999999996,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2017,0.04754033333333334,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2018,0.023579666666666665,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2019,0.019071166666666667,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2020,0.010900833333333334,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2021,0.007916333333333334,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2022,0.0013123333333333333,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2023,0.03242733333333333,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
BPT,2024,0.019621499999999997,6650,38.272,-119.289,10801,WALKER RIVER,0.0,0.0
CRC,1982,0.052747333333333334,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,138300571.76694268
CRC,1983,0.035213636363636364,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,92328194.34317273
CRC,1984,0.017250833333333333,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,45230724.715111665
CRC,1985,0.01693333333333333,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,44398257.38906666
CRC,1986,0.026966333333333335,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,70704224.89208867
CRC,1987,0.016552333333333336,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,43399296.597812675
CRC,1988,0.0151765,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,39791938.184951
CRC,1989,0.009419166666666666,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,24696530.67266833
CRC,1990,0.008741833333333332,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,22920600.377105664
CRC,1991,0.020764499999999998,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,54443363.123343
CRC,1992,0.018542,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,48616091.841028
CRC,1993,0.0334645,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,87742056.165143
CRC,1994,0.013186833333333333,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,34575142.94173567
CRC,1995,0.03757083333333333,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,98508633.58199166
CRC,1996,0.029972,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,78584915.578648
CRC,1997,0.024638,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,64599464.501092
CRC,1998,0.028363333333333334,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,74367081.12668666
CRC,1999,0.0117475,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,30801291.063665
CRC,2000,0.013462,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,35296614.624308
CRC,2001,0.01902883333333333,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,49892541.74096366
