STATION_ID,DURATION,SENSOR_NUMBER,SENS_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
BIS,M,2,RAIN,1950-06-01 00:00,1950-09-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1950-07-01 00:00,1950-10-31 00:00,0.23,,INCHES
BIS,M,2,RAIN,1950-08-01 00:00,1950-11-30 00:00,0.02,,INCHES
BIS,M,2,RAIN,1950-09-01 00:00,1950-12-31 00:00,0.53,,INCHES
BIS,M,2,RAIN,1950-10-01 00:00,1950-01-31 00:00,0.21,,INCHES
BIS,M,2,RAIN,1950-11-01 00:00,1950-02-28 00:00,1.81,,INCHES
BIS,M,2,RAIN,1950-12-01 00:00,1950-03-31 00:00,0.85,,INCHES
BIS,M,2,RAIN,1951-01-01 00:00,1951-04-30 00:00,0.25,,INCHES
BIS,M,2,RAIN,1951-02-01 00:00,1951-05-31 00:00,0.05,,INCHES
BIS,M,2,RAIN,1951-03-01 00:00,1951-06-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1951-04-01 00:00,1951-07-31 00:00,0.33,,INCHES
BIS,M,2,RAIN,1951-05-01 00:00,1951-08-31 00:00,0.08,,INCHES
BIS,M,2,RAIN,1951-06-01 00:00,1951-09-30 00:00,0.33,,INCHES
BIS,M,2,RAIN,1951-07-01 00:00,1951-10-31 00:00,0.07,,INCHES
BIS,M,2,RAIN,1951-08-01 00:00,1951-11-30 00:00,0.01,,INCHES
BIS,M,2,RAIN,1951-09-01 00:00,1951-12-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1951-10-01 00:00,1951-01-31 00:00,0.24,,INCHES
BIS,M,2,RAIN,1951-11-01 00:00,1951-02-28 00:00,0.87,,INCHES
BIS,M,2,RAIN,1951-12-01 00:00,1951-03-31 00:00,4.20,,INCHES
BIS,M,2,RAIN,1952-01-01 00:00,1952-04-29 00:00,5.03,,INCHES
BIS,M,2,RAIN,1952-02-01 00:00,1952-05-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1952-03-01 00:00,1952-06-29 00:00,2.05,,INCHES
BIS,M,2,RAIN,1952-04-01 00:00,1952-07-30 00:00,1.02,,INCHES
BIS,M,2,RAIN,1952-05-01 00:00,1952-08-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1952-06-01 00:00,1952-09-29 00:00,0.03,,INCHES
BIS,M,2,RAIN,1952-07-01 00:00,1952-10-30 00:00,0.20,,INCHES
BIS,M,2,RAIN,1952-08-01 00:00,1952-11-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1952-09-01 00:00,1952-12-30 00:00,0.09,,INCHES
BIS,M,2,RAIN,1952-10-01 00:00,1952-01-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1952-11-01 00:00,1952-02-29 00:00,0.53,,INCHES
BIS,M,2,RAIN,1952-12-01 00:00,1952-03-31 00:00,1.15,,INCHES
BIS,M,2,RAIN,1953-01-01 00:00,1953-05-01 00:00,0.11,,INCHES
BIS,M,2,RAIN,1953-02-01 00:00,1953-06-01 00:00,0.00,,INCHES
BIS,M,2,RAIN,1953-03-01 00:00,1953-07-01 00:00,0.27,,INCHES
BIS,M,2,RAIN,1953-04-01 00:00,1953-08-01 00:00,0.15,,INCHES
BIS,M,2,RAIN,1953-05-01 00:00,1953-09-01 00:00,1.17,,INCHES
BIS,M,2,RAIN,1953-06-01 00:00,1953-10-01 00:00,0.03,,INCHES
BIS,M,2,RAIN,1953-07-01 00:00,1953-11-01 00:00,0.19,,INCHES
BIS,M,2,RAIN,1953-08-01 00:00,1953-12-01 00:00,0.03,,INCHES
BIS,M,2,RAIN,1953-09-01 00:00,1953-01-01 00:00,0.00,,INCHES
BIS,M,2,RAIN,1953-10-01 00:00,1953-01-31 00:00,0.12,,INCHES
BIS,M,2,RAIN,1953-11-01 00:00,1953-02-28 00:00,0.38,,INCHES
BIS,M,2,RAIN,1953-12-01 00:00,1953-03-31 00:00,0.13,,INCHES
BIS,M,2,RAIN,1954-01-01 00:00,1954-04-30 00:00,1.68,,INCHES
BIS,M,2,RAIN,1954-02-01 00:00,1954-05-31 00:00,2.21,,INCHES
BIS,M,2,RAIN,1954-03-01 00:00,1954-06-30 00:00,1.00,,INCHES
BIS,M,2,RAIN,1954-04-01 00:00,1954-07-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1954-05-01 00:00,1954-08-31 00:00,0.18,,INCHES
BIS,M,2,RAIN,1954-06-01 00:00,1954-09-30 00:00,0.02,,INCHES
BIS,M,2,RAIN,1954-07-01 00:00,1954-10-31 00:00,0.16,,INCHES
BIS,M,2,RAIN,1954-08-01 00:00,1954-11-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1954-09-01 00:00,1954-12-31 00:00,0.14,,INCHES
BIS,M,2,RAIN,1954-10-01 00:00,1954-01-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1954-11-01 00:00,1954-02-28 00:00,0.85,,INCHES
BIS,M,2,RAIN,1954-12-01 00:00,1954-03-31 00:00,0.95,,INCHES
BIS,M,2,RAIN,1955-01-01 00:00,1955-04-30 00:00,1.81,,INCHES
BIS,M,2,RAIN,1955-02-01 00:00,1955-05-31 00:00,0.19,,INCHES
BIS,M,2,RAIN,1955-03-01 00:00,1955-06-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1955-04-01 00:00,1955-07-31 00:00,0.41,,INCHES
